FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201707,7,0,33630,713483,"I","07/07/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,8,0,33631,713483,"I","07/08/2017 00:00:00",36,"M","Outside/Open Areas",201707
201707,9,0,33634,713483,"D","07/09/2017 00:00:00",41,"M","Outside/Open Areas",201707
201707,9,0,33635,713483,"I","07/09/2017 00:00:00",63,"M","Outside/Open Areas",201707
201707,9,0,33636,713483,"D","07/09/2017 00:00:00",57,"M","Outside/Open Areas",201707
201707,10,0,33638,713483,"D","07/10/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,6,0,33620,713483,"D","07/06/2017 00:00:00",75,"M","Permanent Home",201707
201707,6,0,33621,713483,"D","07/06/2017 00:00:00",81,"F","Permanent Home",201707
201707,6,0,33623,713483,"I","07/06/2017 00:00:00",74,"M","Permanent Home",201707
201707,6,0,33627,713483,"I","07/06/2017 00:00:00",74,"M","Permanent Home",201707
201707,6,0,33628,713483,"I","07/06/2017 00:00:00",77,"F","Permanent Home",201707
201707,9,0,33633,713483,"I","07/09/2017 00:00:00",0,"M","Permanent Home",201707
201707,10,0,33637,713483,"D","07/10/2017 00:00:00",42,"F","Permanent Home",201707
201707,8,0,33632,713483,"D","07/08/2017 00:00:00",59,"M","Vehicle/Towed Trailer",201707
201707,12,0,33640,713485,"D","07/12/2017 00:00:00",72,"M","Outside/Open Areas",201707
201707,13,0,33641,713485,"D","07/13/2017 00:00:00",59,"M","Outside/Open Areas",201707
201707,16,0,33648,713487,"D","07/16/2017 00:00:00",80,"M","Unknown",201707
201707,15,0,33642,713487,"I","07/15/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,15,0,33643,713487,"D","07/15/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,15,0,33646,713487,"D","07/15/2017 00:00:00",43,"M","Outside/Open Areas",201707
201707,17,0,33651,713487,"D","07/17/2017 00:00:00",65,"M","Outside/Open Areas",201707
201707,17,0,33652,713487,"I","07/17/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,18,0,33653,713487,"D","07/18/2017 00:00:00",74,"M","Outside/Open Areas",201707
201707,18,0,33654,713487,"D","07/18/2017 00:00:00",78,"M","Outside/Open Areas",201707
201707,18,0,33655,713487,"D","07/18/2017 00:00:00",64,"M","Outside/Open Areas",201707
201707,15,0,33644,713487,"D","07/15/2017 00:00:00",72,"F","Permanent Home",201707
201707,15,0,33645,713487,"D","07/15/2017 00:00:00",80,"F","Permanent Home",201707
201707,15,0,33647,713487,"I","07/15/2017 00:00:00",65,"F","Permanent Home",201707
201707,16,0,33649,713487,"D","07/16/2017 00:00:00",50,"M","Permanent Home",201707
201707,17,0,33650,713487,"I","07/17/2017 00:00:00",66,"F","Permanent Home",201707
201707,22,0,33660,713489,"D","07/22/2017 00:00:00",41,"M","Unknown",201707
201707,20,0,33657,713489,"D","07/20/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,21,0,33659,713489,"D","07/21/2017 00:00:00",60,"F","Outside/Open Areas",201707
201707,24,0,33663,713489,"D","07/24/2017 00:00:00",59,"M","Outside/Open Areas",201707
201707,20,0,33656,713489,"D","07/20/2017 00:00:00",54,"M","Permanent Home",201707
201707,21,0,33658,713489,"D","07/21/2017 00:00:00",57,"F","Permanent Home",201707
201707,22,0,33661,713489,"D","07/22/2017 00:00:00",74,"M","Permanent Home",201707
201707,22,0,33662,713489,"D","07/22/2017 00:00:00",78,"F","Permanent Home",201707
201707,29,0,33665,713491,"D","07/29/2017 00:00:00",35,"M","Outside/Open Areas",201707
201707,30,0,33667,713491,"D","07/30/2017 00:00:00",55,"M","Outside/Open Areas",201707
201707,31,0,33668,713491,"D","07/31/2017 00:00:00",55,"M","Outside/Open Areas",201707
201707,29,0,33666,713491,"I","07/29/2017 00:00:00",68,"M","Permanent Home",201707
201707,28,0,33664,713491,"D","07/28/2017 00:00:00",59,"M","Permanent Structure",201707
201707,15,0,33717,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33718,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33719,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33720,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33721,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33722,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33723,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33724,715746,"D","07/15/2017 00:00:00",,"","In Water",201707
201707,15,0,33725,715746,"D","07/15/2017 00:00:00",64,"","In Water",201707
201707,15,0,33726,715746,"D","07/15/2017 00:00:00",2,"","In Water",201707
201707,24,0,33748,717501,"D","07/24/2017 00:00:00",76,"M","Permanent Home",201707
201707,9,0,33786,718384,"I","07/09/2017 00:00:00",48,"M","In Water",201707
201707,3,0,33424,699717,"I","07/03/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,3,0,33425,699717,"I","07/03/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,1,0,33408,700163,"I","07/01/2017 00:00:00",46,"M","Permanent Structure",201707
201707,19,0,33430,701447,"D","07/19/2017 00:00:00",56,"M","Permanent Home",201707
201707,17,0,33479,701747,"D","07/17/2017 00:00:00",12,"F","In Water",201707
201707,24,0,33438,702273,"D","07/24/2017 00:00:00",,"M","Unknown",201707
201707,11,0,33441,702335,"D","07/11/2017 00:00:00",59,"M","In Water",201707
201707,22,0,33482,702600,"I","07/22/2017 00:00:00",71,"M","Outside/Open Areas",201707
201707,29,0,33741,702905,"D","07/29/2017 00:00:00",57,"M","Outside/Open Areas",201707
201707,26,0,33457,703127,"D","07/26/2017 00:00:00",16,"M","Under Tree",201707
201707,15,0,33458,703248,"I","07/15/2017 00:00:00",93,"F","Permanent Home",201707
201707,17,0,33459,703303,"D","07/17/2017 00:00:00",2,"F","Vehicle/Towed Trailer",201707
201707,28,0,33469,703697,"D","07/28/2017 00:00:00",35,"M","Outside/Open Areas",201707
201707,22,0,33594,706970,"D","07/22/2017 00:00:00",82,"M","Mobile/Trailer Home",201707
201707,7,0,33611,713099,"D","07/07/2017 00:00:00",72,"M","Permanent Home",201707
201707,9,0,33671,713603,"D","07/09/2017 00:00:00",,"M","In Water",201707
201707,18,0,33672,713947,"D","07/18/2017 00:00:00",39,"M","Under Tree",201707
201707,22,0,33673,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33674,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33675,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33676,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33677,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33678,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33679,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33680,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33681,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33682,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,10,0,33738,714415,"I","07/10/2017 00:00:00",64,"M","Outside/Open Areas",201707
201707,1,0,33689,714819,"D","07/01/2017 00:00:00",59,"F","In Water",201707
201707,4,0,33690,714820,"D","07/04/2017 00:00:00",34,"F","In Water",201707
201707,10,0,33703,715399,"D","07/10/2017 00:00:00",35,"M","Camping",201707
201708,7,0,33494,706359,"D","08/07/2017 00:00:00",18,"M","In Water",201708
201708,2,0,33694,706581,"D","08/02/2017 00:00:00",74,"M","In Water",201708
201708,7,0,33540,707197,"D","08/07/2017 00:00:00",67,"M","In Water",201708
201708,7,0,33541,707197,"D","08/07/2017 00:00:00",46,"M","In Water",201708
201708,14,0,33544,707242,"D","08/14/2017 00:00:00",63,"M","In Water",201708
201708,13,0,33923,707684,"D","08/13/2017 00:00:00",24,"M","Under Tree",201708
201708,9,0,33547,707833,"D","08/09/2017 00:00:00",,"M","Other",201708
201708,11,0,33548,707907,"I","08/11/2017 00:00:00",,"M","Outside/Open Areas",201708
201708,10,0,33916,708122,"D","08/10/2017 00:00:00",38,"M","In Water",201708
201708,10,0,33917,708122,"D","08/10/2017 00:00:00",10,"F","In Water",201708
201708,17,0,33554,708190,"D","08/17/2017 00:00:00",11,"F","In Water",201708
201708,26,0,33739,710616,"D","08/26/2017 00:00:00",61,"M","Outside/Open Areas",201708
201708,27,0,33952,710655,"D","08/27/2017 00:00:00",73,"M","Vehicle/Towed Trailer",201708
201708,1,0,33602,711661,"D","08/01/2017 00:00:00",31,"M","In Water",201708
201708,2,0,33610,713023,"D","08/02/2017 00:00:00",73,"M","In Water",201708
201708,16,0,33670,713498,"D","08/16/2017 00:00:00",47,"M","In Water",201708
201708,2,0,33691,714873,"I","08/02/2017 00:00:00",52,"M","Vehicle/Towed Trailer",201708
201708,4,0,33692,714877,"D","08/04/2017 00:00:00",57,"M","Outside/Open Areas",201708
201708,3,0,33734,716579,"D","08/03/2017 00:00:00",14,"F","Vehicle/Towed Trailer",201708
201708,1,0,33752,717833,"I","08/01/2017 00:00:00",48,"F","Outside/Open Areas",201708
201708,3,0,33755,717833,"D","08/03/2017 00:00:00",37,"M","Outside/Open Areas",201708
201708,1,0,33751,717833,"D","08/01/2017 00:00:00",58,"M","Permanent Home",201708
201708,2,0,33753,717833,"D","08/02/2017 00:00:00",58,"F","Permanent Home",201708
201708,3,0,33754,717833,"D","08/03/2017 00:00:00",75,"M","Permanent Home",201708
201708,4,0,33756,717833,"D","08/04/2017 00:00:00",59,"F","Permanent Home",201708
201708,6,0,33757,717835,"I","08/06/2017 00:00:00",81,"F","Outside/Open Areas",201708
201708,7,0,33758,717835,"D","08/07/2017 00:00:00",37,"M","Outside/Open Areas",201708
201708,8,0,33759,717835,"I","08/08/2017 00:00:00",54,"M","Outside/Open Areas",201708
201708,9,0,33760,717835,"I","08/09/2017 00:00:00",67,"M","Outside/Open Areas",201708
201708,10,0,33762,717835,"D","08/10/2017 00:00:00",80,"M","Outside/Open Areas",201708
201708,10,0,33761,717835,"I","08/10/2017 00:00:00",92,"M","Permanent Home",201708
201708,11,0,33763,717837,"D","08/11/2017 00:00:00",66,"F","Outside/Open Areas",201708
201708,13,0,33766,717837,"D","08/13/2017 00:00:00",49,"M","Outside/Open Areas",201708
201708,12,0,33764,717837,"I","08/12/2017 00:00:00",60,"M","Permanent Home",201708
201708,12,0,33765,717837,"I","08/12/2017 00:00:00",71,"M","Permanent Home",201708
201708,17,0,33767,717839,"D","08/17/2017 00:00:00",80,"F","Church",201708
201708,18,0,33768,717839,"D","08/18/2017 00:00:00",74,"F","Outside/Open Areas",201708
201708,18,0,33769,717839,"D","08/18/2017 00:00:00",55,"M","Outside/Open Areas",201708
201708,19,0,33770,717839,"D","08/19/2017 00:00:00",35,"M","Outside/Open Areas",201708
201708,21,0,33771,717839,"D","08/21/2017 00:00:00",65,"M","Outside/Open Areas",201708
201708,29,0,33772,717840,"D","08/29/2017 00:00:00",59,"F","Permanent Home",201708
201708,12,0,33773,717843,"D","08/12/2017 00:00:00",58,"F","Outside/Open Areas",201708
201708,12,0,33774,717843,"D","08/12/2017 00:00:00",60,"M","Outside/Open Areas",201708
201708,25,0,33949,718519,"I","08/25/2017 00:00:00",39,"M","Mobile/Trailer Home",201708
201708,29,0,33950,718519,"I","08/29/2017 00:00:00",67,"F","Permanent Home",201708
201708,4,0,33805,718556,"D","08/04/2017 00:00:00",28,"F","Vehicle/Towed Trailer",201708
201708,22,0,33794,718677,"D","08/22/2017 00:00:00",56,"M","Vehicle/Towed Trailer",201708
201708,19,0,33804,718916,"D","08/19/2017 00:00:00",61,"M","In Water",201708
201708,9,0,33890,719139,"I","08/09/2017 00:00:00",68,"F","Vehicle/Towed Trailer",201708
201708,4,0,33810,719149,"D","08/04/2017 00:00:00",45,"M","Vehicle/Towed Trailer",201708
201708,29,0,33891,719342,"D","08/29/2017 00:00:00",41,"F","In Water",201708
201708,30,0,33892,719342,"D","08/30/2017 00:00:00",69,"M","In Water",201708
201708,31,0,33893,719342,"D","08/31/2017 00:00:00",,"F","In Water",201708
201708,31,0,33894,719342,"D","08/31/2017 00:00:00",88,"F","In Water",201708
201708,31,0,33895,719342,"D","08/31/2017 00:00:00",,"F","In Water",201708
201708,11,0,33835,719442,"D","08/11/2017 00:00:00",19,"M","In Water",201708
201708,11,0,33836,719442,"D","08/11/2017 00:00:00",12,"M","In Water",201708
201708,26,0,33837,719445,"D","08/26/2017 00:00:00",24,"M","Outside/Open Areas",201708
201708,30,0,33839,719489,"D","08/30/2017 00:00:00",75,"M","In Water",201708
201708,31,0,33840,719489,"D","08/31/2017 00:00:00",54,"M","In Water",201708
201708,31,0,33841,719489,"D","08/31/2017 00:00:00",55,"M","In Water",201708
201708,30,0,33842,719489,"D","08/30/2017 00:00:00",77,"M","In Water",201708
201708,31,0,33843,719489,"D","08/31/2017 00:00:00",73,"F","In Water",201708
201708,29,0,33844,719489,"D","08/29/2017 00:00:00",82,"F","In Water",201708
201708,30,0,33845,719489,"D","08/30/2017 00:00:00",19,"M","Permanent Home",201708
201708,30,0,33846,719489,"D","08/30/2017 00:00:00",,"M","Permanent Home",201708
201708,30,0,33847,719489,"D","08/30/2017 00:00:00",87,"M","Permanent Home",201708
201708,28,0,33848,719489,"D","08/28/2017 00:00:00",1,"","Permanent Home",201708
201708,29,0,33850,719494,"D","08/29/2017 00:00:00",67,"M","In Water",201708
201708,31,0,33851,719497,"D","08/31/2017 00:00:00",68,"M","In Water",201708
201708,30,0,33852,719497,"D","08/30/2017 00:00:00",61,"F","Vehicle/Towed Trailer",201708
201708,31,0,33884,719740,"D","08/31/2017 00:00:00",43,"F","Vehicle/Towed Trailer",201708
201708,30,0,33885,719740,"D","08/30/2017 00:00:00",51,"M","Vehicle/Towed Trailer",201708
201708,2,0,33896,719758,"I","08/02/2017 00:00:00",18,"M","In Water",201708
201708,4,0,33897,719763,"I","08/04/2017 00:00:00",5,"M","In Water",201708
201709,5,0,33951,720927,"I","09/05/2017 00:00:00",23,"M","Outside/Open Areas",201708
